ID,tweet,clean_tweet,target,prob,y_hat
2466,@user the latest the knitting clio daily!  thanks to @user @user @user #twitteâ¦,latest knitting clio daily thanks,1.0,0.27240163,0
2760,despite a demoralizing 2016: may ur #newyear2017 be  /  / #classism -free and #saga positive #newyearseve,despite demoralizing 2016 ur free positive,1.0,0.3055825,0
1371,"damn. four years later, and we've literally done nothing as a country to stop these shootings from happening. ",damn years later weve literally country stop shootings happening,0.0,0.67086494,1
4547,@KevinMarin27 I like him but I really doubt he even plays We already got a lot in the big man rotation committed to Bosh bird mcbob &amp; shawne,like doubt plays got lot big man rotation committed bosh bird mcbob   shawne,0.0,0.34239164,0
5075,Can we revisit @ChairmanL's idea of two teams of @Yankees playing against each other? I would like to see a game every now &amp; then.,revisit idea teams playing like game  ,0.0,0.20462269,0
2860,@user #allahsoil no one should be denied civil rights because of their religion.    #emiratis #2016iâ¦,denied civil rights religion,1.0,0.70524377,1
4221,#Yankees #Jeter Let him play the entire inning. That's fitting.,let play entire inning thats fitting,0.0,0.3613645,0
6273,"RT @alisonkent: Also as part of my release day gift (yes, we get those!) this adorable bumblebee bear! #Montlake http://t.co/SC3AjXCiRB",  release day gift yes adorable bumblebee bear  tcosc3ajxcirb,0.0,0.07963908,0
4353,"'Forget to salute,' trash the other guy for the 'bad war' (during Cairo II), sympathize w/ 'Pockistan,' gays hurting morale. Thanks King!",forget salute trash guy bad war cairo ii sympathize w pockistan gays hu ing morale thanks king,0.0,0.2648566,0
6076,RT @Professor_Ryan: I thought it was raining because of the sound on the roof but it was just birds exploding from the heat.,  thought raining sound roof birds exploding heat,0.0,0.34090802,0
4946,@sisternoles Fingers crossed for you. If not? Chug chug chug lol,fingers crossed chug chug chug lol,0.0,0.2609048,0
2620,@user how to defeat ugly prejudice. #lgbt  #life #business  ,defeat ugly prejudice,1.0,0.69940215,1
6834,"Won't catch me sneak dissing, thats fo the birds.",wont catch sneak dissing thats fo birds,0.0,0.32473376,0
3797,RT @RakwonOGOD: i started fuckin with bitches who believe everything their horoscope say.they believe the dumbass horoscopes they gunna bel&#8230;,  sta ed fuckin bitches believe horoscope saythey believe dumbass horoscopes gunna bel,1.0,0.8021909,1
4693,@TheGamecubeGuy I liked the day a bird got in your classroom.,liked day bird got classroom,0.0,0.45432732,1
1587,@user if i'd posted your flag logo in 2008 i'd have been called . forced to bake a cake. same for dancers. elitist asses.,id posted flag logo 2008 id called forced bake cake dancers elitist asses,1.0,0.32572016,0
3928,RT @rellyOnSMASH: that shoot em up shit is cool but gimme some shit i can play in front of bitches my nigga...gimme some jiggy shit i ca ...,  shoot em shit cool gimme shit play bitches niggagimme jiggy shit,1.0,0.5715113,1
4166,"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",fit lads nice gear  tcothnxx1lc1m scally lads n trainers,0.0,0.28391734,0
6172,RT @TheFoodBibIe: Deep Fried Oreos http://t.co/quDw3wqD7r,  deep fried oreos  tcoqudw3wqd7r,0.0,0.059575133,0
3687,RT @BamBam_131st: @1stBlocJeremiah ima beat yo lil young ass quick plyin hoe&#128074;&#128514;&#128514;,  ima beat yo lil young ass quick plyin hoe,1.0,0.3948836,0
504,3 more days to go!!!!!  ,3 days,0.0,0.20266806,0
1719,@user and it leads to more violence ,leads violence,1.0,0.7957531,1
2229,@user #blacklivesmatter #aryanbrotherhood ##kkk  #whiterace #alexjones   jews &gt;  ,jews gt,1.0,0.70365876,1
3536,I aint mad at you bitches thats what hoes do,aint mad bitches thats hoes,1.0,0.7579642,1
4948,@slayerific13 @brenda_skelton @daisymcgarr I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun,dont hunt birds count shooting dove season power line bb gun,0.0,0.17400597,0
3833,RT @YrnReggie: How bitch how?&#128529;&#128514;&#128514; http://t.co/FCQfDKI4Zn,  bitch  tcofcqfdki4zn,1.0,0.5917793,1
186, â #china house price index  rose from previous 6.2%Â to 6.9% in may   #blog #silver #gold #forex,house price index rose previous 62to 69,0.0,0.33183235,0
4163,"""@nohands_24: ""@20ToLife_: ""@nohands_24: ""@DejaaLeeann_: @B_Coleman2 swears I'm #1 man"" easily"" easily"" behind Austin"" nip?",swears im man easily easily austin nip,0.0,0.37489504,0
535,enroute to marinabaysands to have dinner at @user   #saturdaynightoutâ¦ ,enroute marinabaysands dinner,0.0,0.11547238,0
2115,hope to see you at the show   #feminist #reproductiverights #bihcontrol ,hope,1.0,0.34329006,0
5614,"Never seen a tinted yellow tongue before. 

She just ate a lemon jolly rancher?",seen tinted yellow tongue ate lemon jolly rancher,0.0,0.16785568,0
4358,*Searches my yellow pages app for the nearest Jack In The Box*,searches yellow pages app nearest jack box,0.0,0.11409556,0
5142,"Do you have a nickname? What is it? &#8212; Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti... http://t.co/xLBhDJfBF4",nickname tator tator tot tightey whitey whitey jr taylor whitey pants agent ti  tcoxlbhdjfbf4,0.0,0.22366624,0
6418,RT @mandylea25: I've talked too much trash for OU to lose today..,  ive talked trash ou lose today,0.0,0.46770146,1
5573,Me gusta pollo so espa&#241;ol that. Lol. &#127831;,gusta pollo espa lol,0.0,0.28787458,0
737,"while no pay in any relationship is fully innocent, remember your words create feelings. #single   #purpose ",pay relationship fully innocent remember words create feelings,0.0,0.26255873,0
3533,How come I won't pray but find time for a bitch,come wont pray find time bitch,1.0,0.32604843,0
1941,today 1000 s! @user  #pornstars @user @user ,today 1000,1.0,0.48020044,1
2796,"@user @user @user @user nope, still struggling to see either  or  in that observation.",nope struggling observation,1.0,0.48525175,1
6106,"RT @SeanTheTerrible: I don't care how pretty you are, if your personality is trash men are going to treat you accordingly.. That's not tru&#8230;",  dont care pretty personality trash men going treat accordingly thats tru,0.0,0.4316841,0
933,  34th #bihday to the #coolest #footballer in the #world - xabi #alonso.  |  ,34th xabi,0.0,0.38524815,0
3752,RT @KINGTUNCHI_: I only fw grown hoes!,  fw grown hoes,1.0,0.189925,0
2958,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",youre fucking gay blacklisted hoe holding  tcoxuccwoetmn,1.0,0.67296034,1
2463, names for women best nude blonde teenagers ,names women best nude blonde teenagers,1.0,0.36570844,0
1658," victim of #islamophobia adam saleh refers to black people as ""abeed"" (slaves) in one of his sketches. ",victim adam saleh refers black people abeed slaves sketches,1.0,0.63808584,1
4740,@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird,need sta  mcbob williams shoot let play bird,0.0,0.41093874,0
6501,RT @taylorcaniff: I wear beanies all winter long! So no bandanas till summer&#128525;,  wear beanies winter long bandanas till summer,0.0,0.2621436,0
394,"look at my find today, all 5 bring it on movies for $10. #bestbuyfind #goodfind  â¦ ",look find today 5 bring movies 10,0.0,0.2373372,0
5887,RT @Harry_Styles: @kathygriffin I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx,  found oreo pocket thanks looking xx,0.0,0.18446855,0
3600,Ima pull up eat on that pussy and dip &#128525;,ima pull eat pussy dip,1.0,0.3613488,0
6278,RT @amyalkon: School admins take hungry kids' lunch &amp; throw in trash because their lunch funds aren't paid up. That'll teach em! http://t.c&#8230;,  school admins hungry kids lunch   throw trash lunch funds arent paid thatll teach em  tc,0.0,0.3831762,0
1211,@user got our pre sale tickets this morning! it'll be my 7 year old daughters fo conce!   #bihdaysurprise,got pre sale tickets morning itll 7 year old daughters fo conce,0.0,0.14487694,0
2742,@user go fuck yo own  assholes @user dumb mafuckas!!! ððð  ,fuck yo assholes dumb mafuckas,1.0,0.8054988,1
1502,msg of #hope for #newyear: a business to end . #endof2016 #tedtalks #tedatibm @user  @user,msg business end,1.0,0.27759728,0
2665,@user .@user @user tragic 4 white americans that  prompts so many 2 vote 4 candidates who will slash their owâ¦,tragic 4 white americans prompts 2 vote 4 candidates slash ow,1.0,0.5235633,1
2689,"the #nc ""monster law"" made by republican lawmakers that disenfranchised black voters ""with near surgical precision.â¦ ",monster law republican lawmakers disenfranchised black voters near surgical precision,1.0,0.42166117,0
4491,@GarciaC28 those nudes were trash &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;,nudes trash,0.0,0.41258356,0
6353,"RT @goddesslaney: @lajouetreine if you give that statement any thought at all you will realize it makes no sense. At all. Please, think abo&#8230;",  statement thought realize makes sense think abo,0.0,0.60158736,1
3028,@OfficialSkaiS kill yourself ugly ass monkey looking shit,kill ugly ass monkey looking shit,1.0,0.75498766,1
3782,RT @MosoKnowso: RT @TroyAve I got no interest in tall skinny model bitches! I like my women with some ass &amp; hips ...,    got interest tall skinny model bitches like women ass   hips,1.0,0.5564882,1
3124,"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23",u mad search bar search stupid niggers   hop somebodys head mention lol,1.0,0.51653993,1
5303,"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue &amp; yellow purple pills&#128156; http://t.co/fMjlVMEqDO",mushroom mountainonce twice whos countinbut nothin comparesto blue   yellow purple pills  tcofmjlvmeqdo,0.0,0.33197236,0
3482,Dumb bitch don't know her colors &#128553;&#128553;&#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#9996;&#65039;&#9996;&#65039;,dumb bitch dont know colors,1.0,0.70033,1
735, @user clearly overoptimistic about learning to #poi with a torn hand. fk u #universe i lov u too   #whyme #fb,clearly overoptimistic learning torn hand fk u lov u,0.0,0.1687766,0
6419,"RT @markhoppus: Yes, yes I know all about the FOB reconciliation. IT WAS MY IDEA! You're welcome.",  yes yes know fob reconciliation idea youre welcome,0.0,0.3006971,0
322, @user need some  ? of course you do! stream this at work today -  pssst - you can also downloadâ¦,need course stream work today pssst download,0.0,0.1399914,0
4077,You can't treat these hoes like ladies,cant treat hoes like ladies,1.0,0.45613155,1
3543,I curved yo bitch. Your welcome.,curved yo bitch welcome,1.0,0.4985391,1
4777,@brittbritt_naay &#128514; I'm a wexican,im wexican,0.0,0.44293508,0
409,#mileycyrusedit   attack bull chase: when you leave the lot despite the fact that you're a strong source ,attack bull chase leave lot despite fact youre strong source,0.0,0.36302644,0
2169,the end of   #me #selfie # #love #messi #cr7 #religion #christianity #mecca_live ,end,1.0,0.30390465,0
1091, @user those who gave away their wings are sad not to see them fly. ~antonio porchia  ,gave away wings sad fly antonio porchia,0.0,0.114254184,0
4013,These hoes gettin replaced soon as they start to fuck wit my cheques,hoes gettin replaced soon sta  fuck wit cheques,1.0,0.5931878,1
2274,.@user ends 2016 with a hopeful message against  in the music industry  via @user,ends 2016 hopeful message music industry,1.0,0.26113388,0
4975,@valerie91097 uhh messi trash . and im flattered but what was the games scorre,uhh messi trash im flattered games scorre,0.0,0.42145467,0
2334,"prince charles offers a ""danger will robinson!"" he ain't wrong. #trump #fascism   ",prince charles offers danger robinson aint wrong,1.0,0.1782588,0
170, @user just come across this poster @user   ð #cantwait xxx ,come poster xxx,0.0,0.3677451,0
2388,word factory: race denial prevents healing! #southafrica #leadership #transformation #inequality  ~13 ,word factory race denial prevents healing 13,1.0,0.60629076,1
6502,RT @taylorcaniff: I'm having a date at Yankee Field then getting kiss cam.. #bucketlist,  im date yankee field getting kiss cam,0.0,0.26549986,0
436,really makes your day when a   #client gives you such a fab #review and loves your work! see latest here  #photo,makes day gives fab loves work latest,0.0,0.20139205,0
539,i am natural. #i_am #positive #affirmation     ,natural,0.0,0.41489488,0
2477,#bustyescos  haha really great! @user @user @user ,haha great,1.0,0.41138068,0
1043,  #childrens day! let's make today special for kids of all ages.,day lets today special kids ages,0.0,0.21458848,0
5103,Charlie Sheen wants to return to 'Two and a Half Men' | http://t.co/kVMDoGDcLQ,charlie sheen wants return half men  tcokvmdogdclq,0.0,0.19728686,0
5370,"I luv watching gas monkey, they be havin some classics on there.",luv watching gas monkey havin classics,0.0,0.26183698,0
4797,@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.,hes plate game tonight az im looking buy red yellow balkamania shi  tear,0.0,0.3280502,0
5160,Early bird gets the worm! &#128027;&#128036;,early bird gets worm,0.0,0.39295855,0
4405,"@AllieLexiLove I like them dark, light, Carmel, white, red, tan, yellow, blue, purple, green. It doesnt matter what color they are",like dark light carmel white red tan yellow blue purple green doesnt matter color,0.0,0.3909161,0
3054,"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",yall hire colored folk work half da day throw da mail da sewer aint,1.0,0.45000815,0
1619,it is truly sad. a who lot of working class men resent being offered help by a woman. evolution still has a lot ofâ¦ ,truly sad lot working class men resent offered help woman evolution lot,1.0,0.507641,1
2940,atk porn pics  representations of women in men's alcohol ads ,atk porn pics representations women mens alcohol ads,1.0,0.47868258,1
4702,@TheSeanyV would help for some others can't handle uppers and cripples them plus if moderation isn't taken into consideration it'll be bad,help cant handle uppers cripples plus moderation isnt taken consideration itll bad,0.0,0.40271643,0
180, @user   father's day to all,fathers day,0.0,0.2152496,0
577,5 stars for love &amp; friendship from @user starring @user @user #austen   #perioddrama ,5 stars love   friendship starring,0.0,0.25884438,0
1098,"@user in a state where there are 17.7 million eligible voters, only 3.2 million bothered to vote?  ",state 177 million eligible voters 32 million bothered vote,0.0,0.39854226,0
2816,"this. #treasonoustrump, unsatisfied with his #whiteisis  #terrorism, has moved into nuclear terror in a newâ¦ ",unsatisfied moved nuclear terror new,1.0,0.4449706,0
765,cannot wait to be in our new place!!! #movingagain  ,wait new place,0.0,0.29452807,0
1666,@user @user tremendous oppounity to move our country back 75 years into ove  #misogyny and tax breaks for corps.,tremendous oppounity country 75 years ove tax breaks corps,1.0,0.36447653,0
6536,RT @yankee7kid: Who's to blame for the Yankees underperformance this year? The Umps? Management? The Ebola Outbreak?...How 'bout the player&#8230;,  whos blame yankees underperformance year umps management ebola outbreakhow bout player,0.0,0.23399198,0
5522,Lakers are a purple and yellow garbage can,lakers purple yellow garbage,0.0,0.16530046,0
1722,is an 83 year old man still young enough to teach him about sexism and what not to say about women?  #help,83 year old man young teach sexism women,1.0,0.5669838,1
6280,RT @antoinetteA: Coming up at 5:15a: Charlie Baker's campaign admits he may have been wrong about the emotional fisherman story from this w&#8230;,  coming 515a charlie bakers c aign admits wrong emotional fisherman story w,0.0,0.21912795,0
6860,Yeah they do. RT @Yankees: Six complete here at The Stadium. #Yankees lead the Red Sox 3-1. #LetsGoYankees,yeah   complete stadium lead red sox 31,0.0,0.14851591,0
3552,I get gwop now that bitch remember me,gwop bitch remember,1.0,0.63830715,1
5835,"RT @Dodgers: ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -@TommyLasorda http://t.co/3FYTvuzNZB",  gracias por jugar con el corazon ahora ganarle los yankees  tco3fytvuznzb,0.0,0.11476212,0
169,hanging at daddy's new school. masons cove elementary.  â¦ ,hanging daddys new school masons cove elementary,0.0,0.0628282,0
707,the greatest gift i ever had came from god i call him dad!  â¦ ,greatest gift came god dad,0.0,0.2664287,0
1579,@user #theresistance #notmypresident #russiagate #votersuppression   #tyranny the 1% want us to fight and pâ¦ ,1 want fight p,1.0,0.5580858,1
5082,Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL,cardinals score 1st lead 10 3rd birds base,0.0,0.19092134,0
1104,seek to be woh knowing rather than be well known. anon #leadership #inspiration  #quote #inspirational  ,seek woh knowing known anon,0.0,0.42849454,0
6086,"RT @RealSkipBayless: In their primes, MJ would have dominated LBJ in 1 on 1. Just so much mentally tougher. MJ's trash talk alone would unn&#8230;",  primes mj dominated lbj 1 1 mentally tougher mjs trash talk unn,0.0,0.30488107,0
4839,@greekkid31 @TaraSetmayer @TheWillDunne yes true reagan was the first..ike wouldnt. While president and he was supreme allied commander.,yes true reagan firstike wouldnt president supreme allied commander,0.0,0.34358075,0
2580,openly and total  against #obama! #russia's graceless goodbye to america's first black president: ,openly total graceless goodbye americas black president,1.0,0.37576458,0
5438,"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",im big uncle tom slur reserve earn dare vote dem,0.0,0.47740954,1
3356,@REAL_Kaysavage that bitch was going or nawl,bitch going nawl,1.0,0.5782752,1
473,@user yes sadly no more easy wins for awhile   #albest,yes sadly easy wins awhile,0.0,0.40353382,0
1510,#aleppo #orlando  #syria  #trump  #war #berlinattack   #inequality   #bagdad  #nice  #paris  there is nothing to celebrate. #getreal,celebrate,1.0,0.4551359,1
6129,"RT @SportsCenter: ""I&#8217;ve had the greatest job in the world. I got a chance to be the shortstop of the New York Yankees.&#8221; - Derek Jeter http:&#8230;",  greatest job world got chance sho stop new york yankees derek jeter  ,0.0,0.12819491,0
1154,balade again and again ððð» #jardinjaponais #nantes #sun #goodmoment #holidays #visite  â¦ ,balade,0.0,0.36909688,0
1787,@user #allahsoil islamic extremism kills tens of thousands of people every year.    #teambtsâ¦,islamic extremism kills tens thousands people year,1.0,0.68949974,1
3856,RT @_tarynupsheets: The single life is hitting for zero. Like I don't even want hoes.,  single life hitting zero like dont want hoes,1.0,0.27285996,0
4248,#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,rough mock base eventually ashtray tiki ti  tco8ze8aqy0,0.0,0.2178962,0
6900,dblite works like a charm in OpenWrt Arduino Yun with full test coverage. The gyp version would rarely made in there https://t.co/4JRj1Ezc1S,dblite works like charm openw  arduino yun test coverage gyp version rarely  stco4jrj1ezc1s,0.0,0.095246755,0
4554,@KristynEdwards why were there penguins and a bird in the puppy bowl???,penguins bird puppy bowl,0.0,0.109517574,0
5654,One man's trash is another's Transformer &#8594; http://t.co/lpYNVqWXXx,mans trash anothers transformer  tcolpynvqwxxx,0.0,0.34523538,0
6109,RT @SenorSteez: This whole week was trash,  week trash,0.0,0.37932366,0
5286,Homemade Soup is very good with vegetables on the side with crackers http://t.co/LiRwGwkdzE,homemade soup good vegetables crackers  tcolirwgwkdze,0.0,0.13869862,0
5673,"Out of day care, I'm taking a kitty nap on you hosers.",day care im taking kitty nap hosers,0.0,0.18981832,0
4928,@rashidgill5 I'll see you guys later. I gotta go bake my blood crackers. @RazaHussain101,ill guys later gotta bake blood crackers,0.0,0.2992669,0
2179,freaking nasty rotten people #whiteslavers monsters release domÃ©nica now  #whiteslavery #venezuela you are going to pay. let her free,freaking nasty rotten people monsters release domnica going pay let free,1.0,0.47463128,1
4765,@ballzahoy cowboy killers.&#128525;,cowboy killers,0.0,0.33901268,0
2305,"that is why  is systemic, rather than just humanity being human. it is power and reinforced each minute!",systemic humanity human power reinforced minute,1.0,0.46744204,1
2926,@user police being horribly hyper-violent in their raids...  #acab ,police horribly hyperviolent raids,1.0,0.5227097,1
5881,"RT @GirlfriendNotes: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam&#8230;",  reasons mermaid periods pants perfect hair u lure men deathalso free clam,0.0,0.3420087,0
1563,ð @user  @user own team up with #new #mc @user &amp; show what #phillysuppophilly &amp; combat  ,team     combat,1.0,0.34155,0
4048,"What's this #picslip shit? If your posting a pic. IT'S NOT A SLIP!
Don't flatter yourself. *stupid ass bitches!",whats shit posting pic slipdont flatter stupid ass bitches,1.0,0.54070735,1
6574,"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! http://t.co/Qwxb4wbfZq&#8221;",dumb stump sarah mocks obama  tcoqwxb4wbfzq,0.0,0.3442504,0
6545,Real basketball players get disappointed when they throw something in the trash can and miss,real basketball players disappointed throw trash miss,0.0,0.54480666,1
1413,i could imagine a day where all #linkedin engineers are forced to use #windows10  on their laptop  ,imagine day engineers forced use laptop,0.0,0.4950895,1
1222,"@user tiny, crooked thumb.   ",tiny crooked thumb,0.0,0.23240072,0
1116,"lovely day out, come home to food cooking in the slow cook #yummy #organised #fun #food  ",lovely day come home food cooking slow cook,0.0,0.10761653,0
4691,"@TheBikeman99 My father was born in Nanticoke and attended Lehigh. I'm a CT Yankee, but love the Pennsylvania Dutch cooking :-)",father born nanticoke attended lehigh im ct yankee love pennsylvania dutch cooking,0.0,0.16304652,0
3780,"RT @Milesss_: like if you're a bitch, own it and be a bitch. But just cuz you got some flower emojis in some tweets doesn't mean you're som&#8230;",  like youre bitch bitch cuz got flower emojis tweets doesnt mean youre som,1.0,0.66113204,1
5660,"Only Blood Can Satisfy The Hungry Flames Of R&#8217;hollor, Charlie Brown",blood satisfy hungry flames r charlie brown,0.0,0.32364678,0
3940,RT @tristabee: you used to be the shit but now you ain't shit bitch,  shit aint shit bitch,1.0,0.8212818,1
81,  bihday peter g!  quite possibly the nicest man in #winnipeg.  have a great day! ,bihday peter g possibly nicest man great day,0.0,0.12497978,0
6639,"Thank you Charlie, Happy Thursday @Charlie4927 @StacyDmomof5 @PattiSM74 @Kacado @cantUCIMblonde @RevkahJC",thank charlie happy thursday,0.0,0.23606654,0
3593,"If you don't know what yo bitch doing tuat ain't you bitch, Im just sayin.",dont know yo bitch tuat aint bitch im sayin,1.0,0.68314624,1
4992,"A homeless dog living in a trash pile gets rescued, and then does something amazing! Please share. http://t.co/SzpStdxmn6 via @youtube",homeless dog living trash pile gets rescued amazing share  tcoszpstdxmn6,0.0,0.087276645,0
3271,&#8220;@_TheCrownedHead: what if I tell y'all I'm trying to turn up for bayou classic #drinker &#128520;&#8221; bitch you got the id.,tell yall im trying turn bayou classic bitch got id,1.0,0.62035596,1
96," â #eur/usd wobbles around 1.1270, session tops   #blog #silver #gold #forex",wobbles 11270 session tops,0.0,0.2384969,0
5930,"RT @JackBPR: Alec Baldwin mocks Harris-Perry: &#8216;If I cry, will I be forgiven all my transgressions?&#8217; http://t.co/9Oq5GTPmXx via @BizPacRevi&#8230;",  alec baldwin mocks harrisperry cry forgiven transgressions  tco9oq5gtpmxx,0.0,0.31600955,0
1057, @user i'm probably going to make my first youtube video today! #cantwait #youtuber #video  ðð»ðð»ðð»,im probably going youtube video today,0.0,0.4230238,0
3108,I hate dumb bitches,hate dumb bitches,1.0,0.6409607,1
5698,"Posted a new song: """"guala"""" http://t.co/TbpOuto6zR http://t.co/y1RpItkIAf",posted new song guala  tcotbpouto6zr  tcoy1rpitkiaf,0.0,0.24240646,0
5457,"If the @Yankees get Dempster, they just look like they're getting older. #smh Bring some youth!!! #mlb",dempster look like theyre getting older bring youth,0.0,0.5790991,1
3556,I got no respect for hoe shit,got respect hoe shit,1.0,0.70993507,1
2304,@user @user 1 get your own house in order 2 when you returning stolen land  #hypocrite  #liar #inhumaneâ¦ ,1 house order 2 returning stolen land,1.0,0.22829415,0
6472,"RT @robertbevan77: It's like The Walking Dead, but with less Carl and more talking birds. ZOMBIE ATTACK!!! http://t.co/UOCsPyksSC http://t.&#8230;",  like walking dead carl talking birds zombie attack  tcouocspykssc  t,0.0,0.2980125,0
5529,Let's be serious. Most fans/callers wanted to run heavily and dink and dunk. doesn't work great against a D you can't get extra yrds against,lets fanscallers wanted run heavily dink dunk doesnt work great cant extra yrds,0.0,0.28690362,0
6111,"RT @ShadyLadyHH: When the rose-colored glasses come off and you still want to be there, true love happens.",  rosecolored glasses come want true love happens,0.0,0.18327856,0
3309,"@CDNBallJunkie Spurs bitch that's the team, you dont want no problems",spurs bitch thats team dont want problems,1.0,0.46326762,1
4657,@SBPart01 @melodybrooke11 fuzzy dice might be the nicest thing you could put in your car lol &#127922;&#127922;,fuzzy dice nicest thing car lol,0.0,0.16789362,0
4510,@ImSooooMad guess who's eating cracker b without you,guess whos eating cracker b,0.0,0.35036778,0
2944,@user @user can't wait to see u &amp; your admin hang for #treason #trump #makeamericagreatagain â¦ ,cant wait u   admin hang,1.0,0.3731615,0
6989,trash http://t.co/oeDKEHyyXJ,trash  tcooedkehyyxj,0.0,0.4540855,1
6890,can't decide if i should wear my yellow rain boots for the purposes of being all black &amp; yellow errrrything...,cant decide wear yellow rain boots purposes black   yellow errrrything,0.0,0.28596982,0
6159,RT @Talkmaster: People who would vote for Charlie Crist and Michelle Nunn are why our founders did NOT put a right to vote in our Constitut&#8230;,  people vote charlie crist michelle nunn founders right vote constitut,0.0,0.5817165,1
3382,@_lostb0y no bitch w my dick,bitch w dick,1.0,0.68209326,1
5854,RT @EverybodyHatesX: He's trash RT @Yerrp08: Too early to call Austin Rivers a draft bust ?,  hes trash   early austin rivers draft bust,0.0,0.60462695,1
5839,RT @DonnieWahlberg: On set of #BlueBloods. Hoping there are no birds perched above me... http://t.co/oDhq52QiLe,  set hoping birds perched  tcoodhq52qile,0.0,0.15347761,0
3214,in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here,real life online follow sorry folks cause look like border hopper dont mean born raised,1.0,0.53585505,1
3484,Everybody fucking everybody bitch &#128588;&#128168;&#128168;&#9996;&#65039;&#128080;&#128079;&#128078;&#128581;everybody with the shit ....that's LIFE &#128165;&#128173;,everybody fucking everybody bitch shit thats life,1.0,0.7681621,1
2544,@user thats  you #liberals!,thats,1.0,0.4998996,1
3612,"Kiss IMO this conductor, it's 4:30 AM have some courtesy you bitch.",kiss imo conductor 430 cou esy bitch,1.0,0.28511313,0
4437,@Buster_ESPN Sounds like they are holding back info.......Yankee shill,sounds like holding infoyankee shill,0.0,0.355805,0
6680,The jig,jig,0.0,0.37545106,0
458, @user ab fab the movie released soon! i wonder if we've made the cut!?   ,ab fab movie released soon wonder weve cut,0.0,0.3498425,0
4031,Told my bitch I don't wanna eat I'm money hungry,told bitch dont wanna eat im money hungry,1.0,0.5515835,1
6847,Yall know Skip Bayless is about to slit his wrists over Romo! Lol,yall know skip bayless slit wrists romo lol,0.0,0.38971174,0
4602,"@MrFayoh Im a proud wacko bird, how bout you?",im proud wacko bird bout,0.0,0.4549039,1
697,"7 on the first par 5, things are falling apa. this tracker may take a break.   #fallingapa #chasefor100",7 par 5 things falling apa tracker break,0.0,0.20309,0
1738,here's a collection of our coverage of women-related issues  #womensissues #gender #equalityâ¦ ,heres collection coverage womenrelated issues,1.0,0.34702852,0
3528,"He got Channing Tatum as his bitch,I'm out",got channing tatum bitchim,1.0,0.58147806,1
1434,i'm afraid imma need longer sessions than my normal sessions. loool   #enjoyment #gymtime,im afraid imma need longer sessions normal sessions loool,0.0,0.19351882,0
5702,"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner #glorydays",pretty yankees thing id lose alcs year live detroit miss real steinbrenner,0.0,0.22101507,0
3480,Driving the fucktardmobile - tranny slips and all. &#128530; http://t.co/8e3kXEgMjo,driving fucktardmobile tranny slips  tco8e3kxegmjo,1.0,0.39737448,0
6378,RT @jamiedupree: Vice President Biden &amp; his wife are in Florida today to stump for Democrat Charlie Crist in his bid for Governor,  vice president biden   wife florida today stump democrat charlie crist bid governor,0.0,0.19980313,0
470,this # is going to grow bigtime unless hillary is indicted.  never seen such ineptness from a political pay.   ,going grow bigtime hillary indicted seen ineptness political pay,0.0,0.5434733,1
5913,"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",  knicks trash melo signed money dont care good winning team,0.0,0.19293539,0
2168,@user so sorry ,sorry,1.0,0.50206655,1
5704,R&amp;B is so trash now compared to early 2000's.,r b trash compared early 2000s,0.0,0.66283906,1
2955,ouuh fuck it!  @user @user @user @user #bustymilf @user @user ,ouuh fuck,1.0,0.61312747,1
5331,I hate that I wake up early the morning after I drink. But the fact that there was a cold yellow gatorade in the fridge gets me so happy,hate wake early morning drink fact cold yellow gatorade fridge gets happy,0.0,0.18246014,0
6931,ion like papoose but he went in lol,ion like papoose went lol,0.0,0.3960958,0
3209,fat dykes make me want to vomit,fat dykes want vomit,1.0,0.76566726,1
